review_id,silver_labels,silver_scores
1884,"[np.int64(308), np.int64(391), np.int64(522)]","[0.6563792324846768, 0.7512113197046852, 0.659257188813438]"
1885,"[np.int64(76), np.int64(269), np.int64(288)]","[0.7427230988237317, 0.6772506065152109, 0.7928436026337307]"
1886,"[np.int64(6), np.int64(133), np.int64(471)]","[0.6864097223420189, 0.7705635842009224, 0.6448153917266622]"
1887,"[np.int64(82), np.int64(103), np.int64(443)]","[0.6232263174117968, 0.6636088393101953, 0.6418880649268334]"
1888,"[np.int64(4), np.int64(262), np.int64(388)]","[0.6544573097423143, 0.7074978283525093, 0.6967053593951958]"
1889,"[np.int64(346), np.int64(373), np.int64(471)]","[0.6279069984609732, 0.6127778114663816, 0.6815821398007007]"
1890,"[np.int64(79), np.int64(301), np.int64(429)]","[0.6441118297290392, 0.7532258966353854, 0.678709194604268]"
1891,"[np.int64(442), np.int64(448), np.int64(473)]","[0.7697831340177793, 0.8168867222568078, 0.9177476483739617]"
1892,"[np.int64(89), np.int64(206), np.int64(369)]","[0.6999999626817636, 0.631010766736926, 0.7648484984309342]"
1893,"[np.int64(89), np.int64(383), np.int64(521)]","[0.6999999639633803, 0.6712789056469023, 0.612378207784499]"
1894,"[np.int64(350), np.int64(424), np.int64(457)]","[0.600915860638159, 0.6028094621700597, 0.7334956912801547]"
1895,"[np.int64(82), np.int64(327), np.int64(510)]","[0.774207039222429, 0.6789448747807725, 0.6999999600799997]"
1896,"[np.int64(12), np.int64(72), np.int64(79)]","[0.7281788880334399, 0.7544457994031679, 0.6304388241989389]"
1897,"[np.int64(246), np.int64(468), np.int64(501)]","[0.6729060565437521, 0.6485863511597418, 0.6714678868211865]"
1898,"[np.int64(25), np.int64(80), np.int64(242)]","[0.609820661617806, 0.6450057563317579, 0.7357919102289413]"
1899,"[np.int64(26), np.int64(76), np.int64(249)]","[0.790661222270244, 0.6999999596925067, 0.6563932060359196]"
1900,"[np.int64(77), np.int64(364), np.int64(506)]","[0.6706780718141049, 0.6999999568782358, 0.623262572294839]"
1901,"[np.int64(25), np.int64(338), np.int64(442)]","[0.7770399881181682, 0.6193688444225911, 0.600165525716304]"
1902,"[np.int64(209), np.int64(356), np.int64(475)]","[0.7939229630918566, 0.6434032000691613, 0.6176317400535756]"
1903,"[np.int64(50), np.int64(87), np.int64(232)]","[0.7786008785405865, 0.6517379152258841, 0.6666577576510342]"
1904,"[np.int64(200), np.int64(345), np.int64(468)]","[0.6456900041108141, 0.6600212380603044, 0.6847695971784616]"
1905,"[np.int64(50), np.int64(100), np.int64(262)]","[0.7188862896447875, 0.7075705299194274, 0.701491295702716]"
1906,"[np.int64(86), np.int64(88), np.int64(503)]","[0.6538030024606698, 0.9220543926577842, 0.6582513507876094]"
1907,"[np.int64(194), np.int64(331), np.int64(379)]","[0.6520787359691614, 0.6389863572357658, 0.6677316983535888]"
1908,"[np.int64(27), np.int64(68), np.int64(501)]","[0.6241581385389925, 0.6136687338994979, 0.6537540649435742]"
1909,"[np.int64(34), np.int64(163), np.int64(318)]","[0.6463561768627984, 0.6383775750385654, 0.6615679237346167]"
1910,"[np.int64(88), np.int64(308), np.int64(380)]","[0.6999999520014387, 0.6547924654635693, 0.6173696227128532]"
1911,"[np.int64(93), np.int64(178), np.int64(338)]","[0.636137878118293, 0.6148917642075502, 0.6128111192551677]"
1912,"[np.int64(314), np.int64(352), np.int64(373)]","[0.6772873778071722, 0.6500959474090406, 0.7339743284674705]"
1913,"[np.int64(230), np.int64(265), np.int64(383)]","[0.7058746831728777, 0.6364051936901859, 0.6999999571309526]"
1914,"[np.int64(279), np.int64(419), np.int64(422)]","[0.6072520177165307, 0.5849008788986279, 0.6999999626298447]"
1915,"[np.int64(57), np.int64(297), np.int64(506)]","[0.6392809343258984, 0.6463684605727777, 0.6437405075094057]"
1916,"[np.int64(285), np.int64(501), np.int64(510)]","[0.7728892945328638, 0.7145647871570325, 0.6842411458690502]"
1917,"[np.int64(10), np.int64(249), np.int64(465)]","[0.6736674571251431, 0.6928811745659084, 0.6960913886644]"
1918,"[np.int64(273), np.int64(297), np.int64(365)]","[0.5982482131812186, 0.6335166596029173, 0.6400137966558932]"
1919,"[np.int64(89), np.int64(129), np.int64(289)]","[0.6999999622698545, 0.5876652601656305, 0.553679321490913]"
1920,"[np.int64(77), np.int64(448), np.int64(510)]","[0.7132577350728231, 0.6858008145452541, 0.6999999596309084]"
1921,"[np.int64(4), np.int64(262), np.int64(388)]","[0.7326249102632876, 0.6504757608140932, 0.7269437468843473]"
1922,"[np.int64(98), np.int64(380), np.int64(503)]","[0.6242000900115189, 0.5952122389232829, 0.5844223222922837]"
1923,"[np.int64(358), np.int64(381), np.int64(511)]","[0.7915918122872104, 0.7107811812189387, 0.7416250916119961]"
1924,"[np.int64(170), np.int64(336), np.int64(405)]","[0.7168146127313504, 0.6956151673021378, 0.7845600344907051]"
1925,"[np.int64(60), np.int64(79), np.int64(180)]","[0.6605104252742008, 0.6418265652347024, 0.7563518033182398]"
1926,"[np.int64(50), np.int64(53), np.int64(66)]","[0.6720307485584032, 0.6424892793017667, 0.7352223632049655]"
1927,"[np.int64(171), np.int64(279), np.int64(504)]","[0.8194244552760893, 0.6814903431132937, 0.6617350708231644]"
1928,"[np.int64(28), np.int64(86), np.int64(162)]","[0.5889248729404375, 0.5847169426751957, 0.5783349880770348]"
1929,"[np.int64(50), np.int64(100), np.int64(379)]","[0.6690593978475602, 0.6640021060882519, 0.6710959056139525]"
1930,"[np.int64(206), np.int64(369), np.int64(521)]","[0.6542453612501202, 0.8266699249357552, 0.7089978328027786]"
1931,"[np.int64(163), np.int64(232), np.int64(510)]","[0.6562124410548968, 0.6574963459967709, 0.9523089084987295]"
1932,"[np.int64(262), np.int64(313), np.int64(482)]","[0.8115467533605303, 0.6515675679740558, 0.6897324129647016]"
1933,"[np.int64(157), np.int64(350), np.int64(510)]","[0.6637519674068393, 0.6811821124067055, 0.8018165281671578]"
1934,"[np.int64(93), np.int64(265), np.int64(411)]","[0.6452792547050271, 0.6594542070505475, 0.6633067099718862]"
1935,"[np.int64(91), np.int64(335), np.int64(468)]","[0.6769491017606848, 0.6999999628948544, 0.6687798672525629]"
1936,"[np.int64(33), np.int64(83), np.int64(220)]","[0.6179669071175222, 0.6088508841631637, 0.633206818537738]"
1937,"[np.int64(4), np.int64(260), np.int64(262)]","[0.6540777529027451, 0.7744274380848597, 0.6604962483988857]"
1938,"[np.int64(25), np.int64(82), np.int64(171)]","[0.6400793480185392, 0.6381891356952736, 0.6086638377383425]"
1939,"[np.int64(28), np.int64(76), np.int64(261)]","[0.6475903463991547, 0.6940932431535723, 0.6370231652147784]"
1940,"[np.int64(217), np.int64(293), np.int64(388)]","[0.8070420085313406, 0.6782124378498521, 0.6502321929329318]"
1941,"[np.int64(279), np.int64(346), np.int64(501)]","[0.6966895556235492, 0.6596945238460976, 0.7928783873198074]"
1942,"[np.int64(25), np.int64(39), np.int64(368)]","[0.7679076628212889, 0.6632394026521049, 0.6523737899547536]"
1943,"[np.int64(288), np.int64(380), np.int64(509)]","[0.7356584712966281, 0.6971978205475735, 0.7485456335712167]"
1944,"[np.int64(157), np.int64(163), np.int64(232)]","[0.6532256395101528, 0.6368503303645324, 0.6953051532500322]"
1945,"[np.int64(27), np.int64(76), np.int64(345)]","[0.6812715630612746, 0.6835441973696538, 0.6473643814096375]"
1946,"[np.int64(37), np.int64(218), np.int64(358)]","[0.683880331572737, 0.6289971777421712, 0.6364831407538599]"
1947,"[np.int64(25), np.int64(60), np.int64(180)]","[0.5975159299653672, 0.6111279495042332, 0.6400696403321868]"
1948,"[np.int64(84), np.int64(231), np.int64(288)]","[0.6655806563261986, 0.6988525105639023, 0.6732788940901799]"
1949,"[np.int64(184), np.int64(269), np.int64(465)]","[0.7046980326119763, 0.6486332706122417, 0.6716223854479643]"
1950,"[np.int64(137), np.int64(313), np.int64(336)]","[0.7983603653457219, 0.6238615910689228, 0.6618918434284782]"
1951,"[np.int64(301), np.int64(333), np.int64(424)]","[0.6680141107222839, 0.6621276530820653, 0.6354919570505955]"
1952,"[np.int64(77), np.int64(249), np.int64(421)]","[0.7388315136920254, 0.6999999646654684, 0.7355468512783463]"
1953,"[np.int64(120), np.int64(208), np.int64(506)]","[0.6392842688827004, 0.6999999556358545, 0.6358572555592004]"
1954,"[np.int64(72), np.int64(421), np.int64(512)]","[0.7096186523361678, 0.6362496138701063, 0.6388534251835428]"
1955,"[np.int64(261), np.int64(471), np.int64(521)]","[0.6472169603469177, 0.6624852739752559, 0.6364047741409112]"
1956,"[np.int64(106), np.int64(260), np.int64(411)]","[0.6237087034777802, 0.8465945703278501, 0.6455700561435338]"
1957,"[np.int64(338), np.int64(461), np.int64(473)]","[0.6747259753163773, 0.7504295312012621, 0.9254538554768406]"
1958,"[np.int64(66), np.int64(85), np.int64(100)]","[0.7179964513943644, 0.7322698177586456, 0.6758581433818147]"
1959,"[np.int64(261), np.int64(439), np.int64(470)]","[0.6240425422595887, 0.6404054898884496, 0.6829157541249431]"
1960,"[np.int64(157), np.int64(200), np.int64(470)]","[0.64129838479819, 0.6397420321907469, 0.6679730518739425]"
1961,"[np.int64(12), np.int64(61), np.int64(170)]","[0.6104273779212183, 0.6121696156925298, 0.747565209833178]"
1962,"[np.int64(261), np.int64(335), np.int64(471)]","[0.6634528447002421, 0.7550217348561143, 0.6719640450696762]"
1963,"[np.int64(25), np.int64(502), np.int64(507)]","[0.6457409869343244, 0.7157196633958088, 0.7837648012400832]"
1964,"[np.int64(47), np.int64(229), np.int64(381)]","[0.8425565760775462, 0.6653654961491435, 0.6546931391309323]"
1965,"[np.int64(246), np.int64(443), np.int64(506)]","[0.6999999612756252, 0.5999022451280863, 0.6027055195229535]"
1966,"[np.int64(229), np.int64(346), np.int64(381)]","[0.5648674828025197, 0.5906141622579211, 0.6999999535896768]"
1967,"[np.int64(43), np.int64(90), np.int64(473)]","[0.6529092451084026, 0.7641355601906553, 0.8730223053768884]"
1968,"[np.int64(208), np.int64(377), np.int64(410)]","[0.6473992581370901, 0.6999999630312144, 0.609950593323427]"
1969,"[np.int64(341), np.int64(383), np.int64(471)]","[0.6464118522672566, 0.9040264428031926, 0.6881164472743272]"
1970,"[np.int64(76), np.int64(288), np.int64(395)]","[0.7848933567859463, 0.8508506205940874, 0.7010048046971221]"
1971,"[np.int64(32), np.int64(90), np.int64(338)]","[0.705071137746571, 0.7319579396459284, 0.6291803214829924]"
1972,"[np.int64(297), np.int64(330), np.int64(503)]","[0.6767247871042007, 0.7607088878025527, 0.6358221266258195]"
1973,"[np.int64(57), np.int64(85), np.int64(171)]","[0.665359126491022, 0.6999999482351166, 0.8711293532145687]"
1974,"[np.int64(6), np.int64(15), np.int64(293)]","[0.6258077319193347, 0.6781160681308809, 0.6460651413591645]"
1975,"[np.int64(358), np.int64(422), np.int64(530)]","[0.6870337675199248, 0.6999999590704803, 0.662103444288153]"
1976,"[np.int64(39), np.int64(118), np.int64(246)]","[0.7301120114610582, 0.6600369713546983, 0.9999999438724732]"
1977,"[np.int64(169), np.int64(279), np.int64(387)]","[0.7021678440230477, 0.6599706707505368, 0.6714538709014323]"
1978,"[np.int64(377), np.int64(383), np.int64(387)]","[0.6999999662626228, 0.6998770649447983, 0.6616832935404111]"
1979,"[np.int64(126), np.int64(191), np.int64(275)]","[0.6614263067302221, 0.6376786246769501, 0.6343303912389064]"
1980,"[np.int64(103), np.int64(233), np.int64(275)]","[0.6687540132058485, 0.7171950923047903, 0.6855914886194026]"
1981,"[np.int64(90), np.int64(335), np.int64(473)]","[0.7744034655400577, 0.7619791691610794, 0.8363742299873097]"
1982,"[np.int64(200), np.int64(218), np.int64(220)]","[0.6070737128108441, 0.6053309963194332, 0.6524914711773251]"
1983,"[np.int64(27), np.int64(369), np.int64(370)]","[0.6178839638267416, 0.7327749601090191, 0.6350589262848746]"
1984,"[np.int64(59), np.int64(162), np.int64(503)]","[0.739698607568347, 0.6341249577587444, 0.6556314522693305]"
1985,"[np.int64(171), np.int64(422), np.int64(504)]","[0.7998898976436696, 0.6999999604816274, 0.6796725763384042]"
1986,"[np.int64(27), np.int64(257), np.int64(415)]","[0.5236798580623312, 0.6565589814616173, 0.6620325540742792]"
1987,"[np.int64(32), np.int64(268), np.int64(405)]","[0.6999999611941286, 0.7322512833555093, 0.5893317918743368]"
1988,"[np.int64(422), np.int64(461), np.int64(489)]","[0.699999964193022, 0.6566166568954446, 0.6787349648500969]"
1989,"[np.int64(171), np.int64(261), np.int64(410)]","[0.774370067068817, 0.6364163965317494, 0.6347241986839097]"
1990,"[np.int64(93), np.int64(506), np.int64(510)]","[0.6793721944861885, 0.6600785892597283, 0.6832362835673267]"
1991,"[np.int64(75), np.int64(93), np.int64(511)]","[0.6894949491993381, 0.6444659141156083, 0.6382887602505259]"
1992,"[np.int64(170), np.int64(345), np.int64(468)]","[0.7198701392709691, 0.6572613370797886, 0.6819303359871955]"
1993,"[np.int64(83), np.int64(235), np.int64(453)]","[0.5642237621474938, 0.5962352369438828, 0.6744795391312601]"
1994,"[np.int64(32), np.int64(60), np.int64(253)]","[0.7873528863635585, 0.6411077317304028, 0.6382670283000109]"
1995,"[np.int64(163), np.int64(318), np.int64(333)]","[0.6473496815532804, 0.6137312577640447, 0.6094866186125004]"
1996,"[np.int64(92), np.int64(364), np.int64(377)]","[0.617142939534921, 0.5610207035003671, 0.6999999666196134]"
1997,"[np.int64(79), np.int64(90), np.int64(345)]","[0.6329080581921832, 0.779056800870785, 0.630544557367452]"
1998,"[np.int64(6), np.int64(312), np.int64(379)]","[0.6302981975713106, 0.6378101842307425, 0.698794359659584]"
1999,"[np.int64(63), np.int64(88), np.int64(89)]","[0.6183455205077094, 0.6909188080407233, 0.699999959821586]"
2000,"[np.int64(383), np.int64(471), np.int64(504)]","[0.6930326336672054, 0.6486986743588378, 0.6478481535112811]"
2001,"[np.int64(7), np.int64(85), np.int64(530)]","[0.6710756698289551, 0.6896638543825897, 0.69782857673569]"
2002,"[np.int64(88), np.int64(360), np.int64(501)]","[0.6999999606233702, 0.5850086046221485, 0.6139395509368263]"
2003,"[np.int64(295), np.int64(333), np.int64(411)]","[0.6842772666464549, 0.6515552668602342, 0.6922545848940949]"
2004,"[np.int64(25), np.int64(163), np.int64(246)]","[0.6316107434042181, 0.5792810801187233, 0.8492565246620268]"
2005,"[np.int64(157), np.int64(246), np.int64(511)]","[0.6465459967051118, 0.6999999518305849, 0.6569862197699707]"
2006,"[np.int64(39), np.int64(357), np.int64(380)]","[0.6112084862242166, 0.5988984491234497, 0.7146763004464973]"
2007,"[np.int64(249), np.int64(422), np.int64(530)]","[0.6410394305512063, 0.699999964382786, 0.6638855975138575]"
2008,"[np.int64(288), np.int64(380), np.int64(507)]","[0.726127733887239, 0.6582469196936062, 0.7777609067042823]"
2009,"[np.int64(355), np.int64(456), np.int64(522)]","[0.7160417048892258, 0.6873721895136973, 0.6892944770232285]"
2010,"[np.int64(200), np.int64(501), np.int64(511)]","[0.6701502074308088, 0.6371601710741276, 0.6397099896806812]"
2011,"[np.int64(249), np.int64(258), np.int64(364)]","[0.6866235341236132, 0.6553481779041617, 0.6750682802902382]"
2012,"[np.int64(200), np.int64(297), np.int64(318)]","[0.6287909704286089, 0.6592276730799853, 0.6298635779288982]"
2013,"[np.int64(90), np.int64(338), np.int64(473)]","[0.8200863793026494, 0.6622318067893821, 0.8773496584733453]"
2014,"[np.int64(92), np.int64(169), np.int64(479)]","[0.6217413557512037, 0.6699316797787198, 0.613595209300208]"
2015,"[np.int64(157), np.int64(249), np.int64(358)]","[0.5860571990808128, 0.6330172490987447, 0.6999999570343066]"
2016,"[np.int64(377), np.int64(465), np.int64(512)]","[0.6999999676355572, 0.6146568883319672, 0.5605276592037535]"
2017,"[np.int64(336), np.int64(405), np.int64(465)]","[0.7099891369838358, 0.7686977875838845, 0.666162934996147]"
2018,"[np.int64(335), np.int64(358), np.int64(387)]","[0.722133122031938, 0.6529330214776569, 0.6541454605279433]"
2019,"[np.int64(148), np.int64(261), np.int64(279)]","[0.7216870924305991, 0.6482477296803655, 0.6538538890173917]"
2020,"[np.int64(79), np.int64(424), np.int64(490)]","[0.6141913767291453, 0.638239632333835, 0.6475690090450913]"
2021,"[np.int64(370), np.int64(383), np.int64(479)]","[0.631944263292128, 0.699999959460239, 0.644136243434604]"
2022,"[np.int64(249), np.int64(278), np.int64(530)]","[0.668515096066092, 0.6957831114595444, 0.6749136668891615]"
2023,"[np.int64(93), np.int64(468), np.int64(510)]","[0.6560173398432013, 0.6999999634466993, 0.8895076011171826]"
2024,"[np.int64(57), np.int64(297), np.int64(506)]","[0.6856313710565948, 0.6531979727280889, 0.6526185988286277]"
2025,"[np.int64(113), np.int64(200), np.int64(380)]","[0.6371592174738712, 0.6317309254022776, 0.6335593784567475]"
2026,"[np.int64(318), np.int64(427), np.int64(506)]","[0.6258983317450675, 0.694303894927285, 0.733027272791396]"
2027,"[np.int64(163), np.int64(453), np.int64(461)]","[0.6570583787623697, 0.7357837612842879, 0.637604816740634]"
2028,"[np.int64(79), np.int64(208), np.int64(345)]","[0.645223634881512, 0.6663989412762846, 0.625146496843176]"
2029,"[np.int64(171), np.int64(208), np.int64(279)]","[0.8379059567788818, 0.6444792865542479, 0.6458478464301166]"
2030,"[np.int64(87), np.int64(200), np.int64(422)]","[0.6026864077741472, 0.636063934395974, 0.6999999641503221]"
2031,"[np.int64(424), np.int64(475), np.int64(512)]","[0.6133759703371308, 0.599712478565142, 0.6594448242199261]"
2032,"[np.int64(314), np.int64(373), np.int64(485)]","[0.5897360813568562, 0.7192483188540251, 0.6182078877391348]"
2033,"[np.int64(85), np.int64(163), np.int64(375)]","[0.6193986550430185, 0.6102966005286173, 0.72657475002358]"
2034,"[np.int64(120), np.int64(269), np.int64(509)]","[0.6115225699037601, 0.6918980694454884, 0.631875497675513]"
2035,"[np.int64(83), np.int64(145), np.int64(264)]","[0.6383670989429414, 0.72394991570273, 0.6641943422085063]"
2036,"[np.int64(163), np.int64(259), np.int64(349)]","[0.612716929295357, 0.6053341184338595, 0.6285185361280264]"
2037,"[np.int64(453), np.int64(468), np.int64(470)]","[0.663993434420784, 0.6974602252484802, 0.6592301214643577]"
2038,"[np.int64(209), np.int64(228), np.int64(521)]","[0.6227794504029114, 0.6794131305475599, 0.6180648633591969]"
2039,"[np.int64(335), np.int64(442), np.int64(448)]","[0.7885297343826506, 0.6840594337768119, 0.726561558905805]"
2040,"[np.int64(247), np.int64(285), np.int64(351)]","[0.6239986157496427, 0.6847194710431962, 0.6815315627340134]"
2041,"[np.int64(67), np.int64(162), np.int64(246)]","[0.647322888057148, 0.7540419525951741, 0.9135681388960413]"
